date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
04/26/2025,"AlAhad, 26 Rabi' Thani, 2025",4:17 am,5:00 am,5:50 am,12:53 pm,1:15 pm,4:46 pm,6:15 pm,7:55 pm,7:58 pm,9:28 pm,9:28 pm,12:00 pm,1:00 pm
04/27/2025,"AlEthnien, 27 Rabi' Thani, 2025",4:15 am,5:00 am,5:49 am,12:52 pm,1:15 pm,4:47 pm,6:15 pm,7:56 pm,7:59 pm,9:30 pm,9:29 pm,12:00 pm,1:00 pm
04/28/2025,"AthThulatha, 28 Rabi' Thani, 2025",4:13 am,4:45 am,5:47 am,12:52 pm,1:15 pm,4:47 pm,6:30 pm,7:57 pm,8:00 pm,9:32 pm,9:31 pm,12:00 pm,1:00 pm
04/29/2025,"AlArbia'a, 29 Rabi' Thani, 2025",4:11 am,4:45 am,5:46 am,12:52 pm,1:15 pm,4:48 pm,6:30 pm,7:58 pm,8:02 pm,9:33 pm,9:33 pm,12:00 pm,1:00 pm
04/30/2025,"AlKhamis, 30 Rabi' Thani, 2025",4:09 am,4:45 am,5:44 am,12:52 pm,1:15 pm,4:48 pm,6:30 pm,8:00 pm,8:03 pm,9:35 pm,9:35 pm,12:00 pm,1:00 pm
05/01/2025,"AlJumaa, 01 Jamada El Oula, 2025",4:07 am,4:45 am,5:43 am,12:52 pm,1:15 pm,4:49 pm,6:30 pm,8:01 pm,8:04 pm,9:37 pm,9:36 pm,12:00 pm,1:00 pm
05/02/2025,"AsSabt, 02 Jamada El Oula, 2025",4:05 am,4:45 am,5:41 am,12:52 pm,1:15 pm,4:49 pm,6:30 pm,8:02 pm,8:05 pm,9:39 pm,9:43 pm,12:00 pm,1:00 pm
05/03/2025,"AlAhad, 03 Jamada El Oula, 2025",4:03 am,4:45 am,5:40 am,12:52 pm,1:15 pm,4:49 pm,6:30 pm,8:04 pm,8:07 pm,9:40 pm,9:45 pm,12:00 pm,1:00 pm
05/04/2025,"AlEthnien, 04 Jamada El Oula, 2025",4:01 am,4:45 am,5:38 am,12:52 pm,1:15 pm,4:50 pm,6:30 pm,8:05 pm,8:08 pm,9:42 pm,9:47 pm,12:00 pm,1:00 pm
05/05/2025,"AthThulatha, 05 Jamada El Oula, 2025",3:59 am,4:45 am,5:37 am,12:52 pm,1:15 pm,4:50 pm,6:45 pm,8:06 pm,8:09 pm,9:44 pm,9:49 pm,12:00 pm,1:00 pm
05/06/2025,"AlArbia'a, 06 Jamada El Oula, 2025",3:57 am,4:45 am,5:35 am,12:51 pm,1:15 pm,4:51 pm,6:45 pm,8:07 pm,8:10 pm,9:46 pm,9:50 pm,12:00 pm,1:00 pm
05/07/2025,"AlKhamis, 07 Jamada El Oula, 2025",3:55 am,4:45 am,5:34 am,12:51 pm,1:15 pm,4:51 pm,6:45 pm,8:09 pm,8:12 pm,9:48 pm,9:52 pm,12:00 pm,1:00 pm
05/08/2025,"AlJumaa, 08 Jamada El Oula, 2025",3:53 am,4:45 am,5:33 am,12:51 pm,1:15 pm,4:52 pm,6:45 pm,8:10 pm,8:13 pm,9:50 pm,9:54 pm,12:00 pm,1:00 pm
05/09/2025,"AsSabt, 09 Jamada El Oula, 2025",3:51 am,4:45 am,5:31 am,12:51 pm,1:15 pm,4:52 pm,6:45 pm,8:11 pm,8:14 pm,9:51 pm,9:56 pm,12:00 pm,1:00 pm
05/10/2025,"AlAhad, 10 Jamada El Oula, 2025",3:49 am,4:45 am,5:30 am,12:51 pm,1:15 pm,4:52 pm,6:45 pm,8:12 pm,8:15 pm,9:53 pm,9:58 pm,12:00 pm,1:00 pm
05/11/2025,"AlEthnien, 11 Jamada El Oula, 2025",3:47 am,4:45 am,5:29 am,12:51 pm,1:15 pm,4:53 pm,6:45 pm,8:13 pm,8:17 pm,9:55 pm,9:59 pm,12:00 pm,1:00 pm
05/12/2025,"AthThulatha, 12 Jamada El Oula, 2025",3:46 am,4:30 am,5:27 am,12:51 pm,1:15 pm,4:53 pm,6:45 pm,8:15 pm,8:18 pm,9:57 pm,10:01 pm,12:00 pm,1:00 pm
05/13/2025,"AlArbia'a, 13 Jamada El Oula, 2025",3:44 am,4:30 am,5:26 am,12:51 pm,1:15 pm,4:54 pm,6:45 pm,8:16 pm,8:19 pm,9:59 pm,10:03 pm,12:00 pm,1:00 pm
05/14/2025,"AlKhamis, 14 Jamada El Oula, 2025",3:42 am,4:30 am,5:25 am,12:51 pm,1:15 pm,4:54 pm,6:45 pm,8:17 pm,8:20 pm,10:00 pm,10:03 pm,12:00 pm,1:00 pm
05/15/2025,"AlJumaa, 15 Jamada El Oula, 2025",3:40 am,4:30 am,5:24 am,12:51 pm,1:15 pm,4:54 pm,6:45 pm,8:18 pm,8:21 pm,10:02 pm,10:07 pm,12:00 pm,1:00 pm
05/16/2025,"AsSabt, 16 Jamada El Oula, 2025",3:38 am,4:30 am,5:23 am,12:51 pm,1:15 pm,4:55 pm,6:45 pm,8:19 pm,8:22 pm,10:04 pm,10:08 pm,12:00 pm,1:00 pm
05/17/2025,"AlAhad, 17 Jamada El Oula, 2025",3:37 am,4:30 am,5:22 am,12:51 pm,1:15 pm,4:55 pm,6:45 pm,8:21 pm,8:24 pm,10:06 pm,10:10 pm,12:00 pm,1:00 pm
05/18/2025,"AlEthnien, 18 Jamada El Oula, 2025",3:35 am,4:30 am,5:20 am,12:51 pm,1:15 pm,4:56 pm,6:45 pm,8:22 pm,8:25 pm,10:07 pm,10:12 pm,12:00 pm,1:00 pm
05/19/2025,"AthThulatha, 19 Jamada El Oula, 2025",3:33 am,4:30 am,5:19 am,12:51 pm,1:15 pm,4:56 pm,7:00 pm,8:23 pm,8:26 pm,10:09 pm,10:14 pm,12:00 pm,1:00 pm
05/20/2025,"AlArbia'a, 20 Jamada El Oula, 2025",3:32 am,4:30 am,5:18 am,12:51 pm,1:15 pm,4:56 pm,7:00 pm,8:24 pm,8:27 pm,10:11 pm,10:15 pm,12:00 pm,1:00 pm
05/21/2025,"AlKhamis, 21 Jamada El Oula, 2025",3:30 am,4:30 am,5:17 am,12:51 pm,1:15 pm,4:57 pm,7:00 pm,8:25 pm,8:28 pm,10:13 pm,10:17 pm,12:00 pm,1:00 pm
05/22/2025,"AlJumaa, 22 Jamada El Oula, 2025",3:29 am,4:30 am,5:16 am,12:51 pm,1:15 pm,4:57 pm,7:00 pm,8:26 pm,8:29 pm,10:14 pm,10:19 pm,12:00 pm,1:00 pm
05/23/2025,"AsSabt, 23 Jamada El Oula, 2025",3:27 am,4:30 am,5:16 am,12:52 pm,1:15 pm,4:58 pm,7:00 pm,8:27 pm,8:30 pm,10:16 pm,10:20 pm,12:00 pm,1:00 pm
05/24/2025,"AlAhad, 24 Jamada El Oula, 2025",3:26 am,4:30 am,5:15 am,12:52 pm,1:15 pm,4:58 pm,7:00 pm,8:28 pm,8:31 pm,10:18 pm,10:22 pm,12:00 pm,1:00 pm
05/25/2025,"AlEthnien, 25 Jamada El Oula, 2025",3:24 am,4:30 am,5:14 am,12:52 pm,1:15 pm,4:58 pm,7:00 pm,8:29 pm,8:32 pm,10:19 pm,10:24 pm,12:00 pm,1:00 pm
05/26/2025,"AthThulatha, 26 Jamada El Oula, 2025",3:23 am,4:15 am,5:13 am,12:52 pm,1:15 pm,4:59 pm,7:00 pm,8:30 pm,8:33 pm,10:21 pm,10:25 pm,12:00 pm,1:00 pm
05/27/2025,"AlArbia'a, 27 Jamada El Oula, 2025",3:22 am,4:15 am,5:12 am,12:52 pm,1:15 pm,4:59 pm,7:00 pm,8:31 pm,8:34 pm,10:22 pm,10:27 pm,12:00 pm,1:00 pm
05/28/2025,"AlKhamis, 28 Jamada El Oula, 2025",3:20 am,4:15 am,5:11 am,12:52 pm,1:15 pm,5:00 pm,7:00 pm,8:32 pm,8:35 pm,10:24 pm,10:29 pm,12:00 pm,1:00 pm
05/29/2025,"AlJumaa, 29 Jamada El Oula, 2025",3:19 am,4:15 am,5:11 am,12:52 pm,1:15 pm,5:00 pm,7:00 pm,8:33 pm,8:36 pm,10:25 pm,10:30 pm,12:00 pm,1:00 pm
05/30/2025,"AsSabt, 30 Jamada El Oula, 2025",3:18 am,4:15 am,5:10 am,12:52 pm,1:15 pm,5:00 pm,7:00 pm,8:34 pm,8:37 pm,10:27 pm,10:32 pm,12:00 pm,1:00 pm
05/31/2025,"AlAhad, 31 Jamada El Oula, 2025",3:17 am,4:15 am,5:09 am,12:52 pm,1:15 pm,5:01 pm,7:00 pm,8:35 pm,8:38 pm,10:28 pm,10:33 pm,12:00 pm,1:00 pm
06/01/2025,"AlEthnien, 01 Jamada El Thaniah, 2025",3:16 am,4:15 am,5:09 am,12:53 pm,1:15 pm,5:01 pm,7:00 pm,8:36 pm,8:39 pm,10:30 pm,10:34 pm,12:00 pm,1:00 pm
06/02/2025,"AthThulatha, 02 Jamada El Thaniah, 2025",3:14 am,4:15 am,5:08 am,12:53 pm,1:15 pm,5:01 pm,7:00 pm,8:37 pm,8:40 pm,10:31 pm,10:36 pm,12:00 pm,1:00 pm
06/03/2025,"AlArbia'a, 03 Jamada El Thaniah, 2025",3:13 am,4:15 am,5:08 am,12:53 pm,1:15 pm,5:02 pm,7:00 pm,8:38 pm,8:41 pm,10:32 pm,10:37 pm,12:00 pm,1:00 pm
06/04/2025,"AlKhamis, 04 Jamada El Thaniah, 2025",3:13 am,4:15 am,5:07 am,12:53 pm,1:15 pm,5:02 pm,7:00 pm,8:38 pm,8:41 pm,10:34 pm,10:38 pm,12:00 pm,1:00 pm
06/05/2025,"AlJumaa, 05 Jamada El Thaniah, 2025",3:12 am,4:15 am,5:07 am,12:53 pm,1:15 pm,5:02 pm,7:00 pm,8:39 pm,8:42 pm,10:35 pm,10:40 pm,12:00 pm,1:00 pm
06/06/2025,"AsSabt, 06 Jamada El Thaniah, 2025",3:11 am,4:15 am,5:06 am,12:53 pm,1:15 pm,5:03 pm,7:00 pm,8:40 pm,8:43 pm,10:36 pm,10:41 pm,12:00 pm,1:00 pm
06/07/2025,"AlAhad, 07 Jamada El Thaniah, 2025",3:10 am,4:15 am,5:06 am,12:54 pm,1:15 pm,5:03 pm,7:00 pm,8:41 pm,8:44 pm,10:37 pm,10:43 pm,12:00 pm,1:00 pm
06/08/2025,"AlEthnien, 08 Jamada El Thaniah, 2025",3:09 am,4:15 am,5:06 am,12:54 pm,1:15 pm,5:03 pm,7:00 pm,8:41 pm,8:44 pm,10:38 pm,10:44 pm,12:00 pm,1:00 pm
06/09/2025,"AthThulatha, 09 Jamada El Thaniah, 2025",3:09 am,4:15 am,5:05 am,12:54 pm,1:15 pm,5:04 pm,7:00 pm,8:42 pm,8:45 pm,10:39 pm,10:45 pm,12:00 pm,1:00 pm
06/10/2025,"AlArbia'a, 10 Jamada El Thaniah, 2025",3:08 am,4:15 am,5:05 am,12:54 pm,1:15 pm,5:04 pm,7:00 pm,8:43 pm,8:46 pm,10:40 pm,10:46 pm,12:00 pm,1:00 pm
06/11/2025,"AlKhamis, 11 Jamada El Thaniah, 2025",3:08 am,4:15 am,5:05 am,12:54 pm,1:15 pm,5:04 pm,7:00 pm,8:43 pm,8:46 pm,10:41 pm,10:47 pm,12:00 pm,1:00 pm
06/12/2025,"AlJumaa, 12 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:05 am,12:55 pm,1:15 pm,5:05 pm,7:00 pm,8:44 pm,8:47 pm,10:42 pm,10:48 pm,12:00 pm,1:00 pm
06/13/2025,"AsSabt, 13 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:05 am,12:55 pm,1:15 pm,5:05 pm,7:00 pm,8:44 pm,8:47 pm,10:43 pm,10:48 pm,12:00 pm,1:00 pm
06/14/2025,"AlAhad, 14 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:05 am,12:55 pm,1:15 pm,5:05 pm,7:00 pm,8:45 pm,8:48 pm,10:43 pm,10:49 pm,12:00 pm,1:00 pm
06/15/2025,"AlEthnien, 15 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:55 pm,1:15 pm,5:05 pm,7:00 pm,8:45 pm,8:48 pm,10:44 pm,10:50 pm,12:00 pm,1:00 pm
06/16/2025,"AthThulatha, 16 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:55 pm,1:15 pm,5:06 pm,7:00 pm,8:46 pm,8:49 pm,10:45 pm,10:50 pm,12:00 pm,1:00 pm
06/17/2025,"AlArbia'a, 17 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:56 pm,1:15 pm,5:06 pm,7:00 pm,8:46 pm,8:49 pm,10:45 pm,10:51 pm,12:00 pm,1:00 pm
06/18/2025,"AlKhamis, 18 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:56 pm,1:15 pm,5:06 pm,7:00 pm,8:46 pm,8:49 pm,10:46 pm,10:51 pm,12:00 pm,1:00 pm
06/19/2025,"AlJumaa, 19 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:56 pm,1:15 pm,5:06 pm,7:00 pm,8:47 pm,8:50 pm,10:46 pm,10:51 pm,12:00 pm,1:00 pm
06/20/2025,"AsSabt, 20 Jamada El Thaniah, 2025",3:06 am,4:15 am,5:05 am,12:56 pm,1:15 pm,5:07 pm,7:00 pm,8:47 pm,8:50 pm,10:46 pm,10:52 pm,12:00 pm,1:00 pm
06/21/2025,"AlAhad, 21 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:05 am,12:57 pm,1:15 pm,5:07 pm,7:00 pm,8:47 pm,8:50 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/22/2025,"AlEthnien, 22 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:05 am,12:57 pm,1:15 pm,5:07 pm,7:00 pm,8:47 pm,8:50 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/23/2025,"AthThulatha, 23 Jamada El Thaniah, 2025",3:07 am,4:15 am,5:06 am,12:57 pm,1:15 pm,5:07 pm,7:00 pm,8:47 pm,8:51 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/24/2025,"AlArbia'a, 24 Jamada El Thaniah, 2025",3:08 am,4:15 am,5:06 am,12:57 pm,1:15 pm,5:07 pm,7:00 pm,8:48 pm,8:51 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/25/2025,"AlKhamis, 25 Jamada El Thaniah, 2025",3:08 am,4:15 am,5:06 am,12:57 pm,1:15 pm,5:08 pm,7:00 pm,8:48 pm,8:51 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/26/2025,"AlJumaa, 26 Jamada El Thaniah, 2025",3:09 am,4:15 am,5:07 am,12:58 pm,1:15 pm,5:08 pm,7:00 pm,8:48 pm,8:51 pm,10:47 pm,10:52 pm,12:00 pm,1:00 pm
06/27/2025,"AsSabt, 27 Jamada El Thaniah, 2025",3:09 am,4:15 am,5:07 am,12:58 pm,1:15 pm,5:08 pm,7:00 pm,8:48 pm,8:51 pm,10:46 pm,10:51 pm,12:00 pm,1:00 pm
06/28/2025,"AlAhad, 28 Jamada El Thaniah, 2025",3:10 am,4:15 am,5:07 am,12:58 pm,1:15 pm,5:08 pm,7:00 pm,8:48 pm,8:51 pm,10:46 pm,10:51 pm,12:00 pm,1:00 pm
06/29/2025,"AlEthnien, 29 Jamada El Thaniah, 2025",3:11 am,4:15 am,5:08 am,12:58 pm,1:15 pm,5:08 pm,7:00 pm,8:48 pm,8:51 pm,10:46 pm,10:51 pm,12:00 pm,1:00 pm
06/30/2025,"AthThulatha, 30 Jamada El Thaniah, 2025",3:12 am,4:15 am,5:08 am,12:58 pm,1:15 pm,5:08 pm,7:00 pm,8:47 pm,8:50 pm,10:45 pm,10:51 pm,12:00 pm,1:00 pm
07/01/2025,"AlArbia'a, 01 Rajab, 2025",3:12 am,4:15 am,5:09 am,12:59 pm,1:15 pm,5:08 pm,7:00 pm,8:47 pm,8:50 pm,10:45 pm,10:50 pm,12:00 pm,1:00 pm
07/02/2025,"AlKhamis, 02 Rajab, 2025",3:13 am,4:15 am,5:09 am,12:59 pm,1:15 pm,5:09 pm,7:00 pm,8:47 pm,8:50 pm,10:44 pm,10:50 pm,12:00 pm,1:00 pm
07/03/2025,"AlJumaa, 03 Rajab, 2025",3:14 am,4:15 am,5:10 am,12:59 pm,1:15 pm,5:09 pm,7:00 pm,8:47 pm,8:50 pm,10:44 pm,10:49 pm,12:00 pm,1:00 pm
07/04/2025,"AsSabt, 04 Rajab, 2025",3:15 am,4:15 am,5:11 am,12:59 pm,1:15 pm,5:09 pm,7:00 pm,8:46 pm,8:50 pm,10:43 pm,10:48 pm,12:00 pm,1:00 pm
07/05/2025,"AlAhad, 05 Rajab, 2025",3:16 am,4:15 am,5:11 am,12:59 pm,1:15 pm,5:09 pm,7:00 pm,8:46 pm,8:49 pm,10:42 pm,10:48 pm,12:00 pm,1:00 pm
07/06/2025,"AlEthnien, 06 Rajab, 2025",3:18 am,4:15 am,5:12 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:46 pm,8:49 pm,10:42 pm,10:47 pm,12:00 pm,1:00 pm
07/07/2025,"AthThulatha, 07 Rajab, 2025",3:19 am,4:30 am,5:13 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:45 pm,8:48 pm,10:41 pm,10:46 pm,12:00 pm,1:00 pm
07/08/2025,"AlArbia'a, 08 Rajab, 2025",3:20 am,4:30 am,5:13 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:45 pm,8:48 pm,10:40 pm,10:45 pm,12:00 pm,1:00 pm
07/09/2025,"AlKhamis, 09 Rajab, 2025",3:21 am,4:30 am,5:14 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:44 pm,8:48 pm,10:39 pm,10:44 pm,12:00 pm,1:00 pm
07/10/2025,"AlJumaa, 10 Rajab, 2025",3:23 am,4:30 am,5:15 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:44 pm,8:47 pm,10:38 pm,10:43 pm,12:00 pm,1:00 pm
07/11/2025,"AsSabt, 11 Rajab, 2025",3:24 am,4:30 am,5:16 am,1:00 pm,1:15 pm,5:09 pm,7:00 pm,8:43 pm,8:46 pm,10:37 pm,10:42 pm,12:00 pm,1:00 pm
07/12/2025,"AlAhad, 12 Rajab, 2025",3:25 am,4:30 am,5:17 am,1:00 pm,1:15 pm,5:08 pm,7:00 pm,8:43 pm,8:46 pm,10:36 pm,10:41 pm,12:00 pm,1:00 pm
07/13/2025,"AlEthnien, 13 Rajab, 2025",3:27 am,4:30 am,5:18 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:42 pm,8:45 pm,10:34 pm,10:40 pm,12:00 pm,1:00 pm
07/14/2025,"AthThulatha, 14 Rajab, 2025",3:28 am,4:30 am,5:18 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:41 pm,8:45 pm,10:33 pm,10:39 pm,12:00 pm,1:00 pm
07/15/2025,"AlArbia'a, 15 Rajab, 2025",3:30 am,4:30 am,5:19 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:41 pm,8:44 pm,10:32 pm,10:37 pm,12:00 pm,1:00 pm
07/16/2025,"AlKhamis, 16 Rajab, 2025",3:31 am,4:30 am,5:20 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:40 pm,8:43 pm,10:31 pm,10:36 pm,12:00 pm,1:00 pm
07/17/2025,"AlJumaa, 17 Rajab, 2025",3:33 am,4:30 am,5:21 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:39 pm,8:42 pm,10:29 pm,10:35 pm,12:00 pm,1:00 pm
07/18/2025,"AsSabt, 18 Rajab, 2025",3:34 am,4:30 am,5:22 am,1:01 pm,1:15 pm,5:08 pm,7:00 pm,8:38 pm,8:41 pm,10:28 pm,10:33 pm,12:00 pm,1:00 pm
07/19/2025,"AlAhad, 19 Rajab, 2025",3:36 am,4:30 am,5:23 am,1:01 pm,1:15 pm,5:07 pm,7:00 pm,8:38 pm,8:41 pm,10:26 pm,10:32 pm,12:00 pm,1:00 pm
07/20/2025,"AlEthnien, 20 Rajab, 2025",3:38 am,4:30 am,5:24 am,1:01 pm,1:15 pm,5:07 pm,7:00 pm,8:37 pm,8:40 pm,10:25 pm,10:30 pm,12:00 pm,1:00 pm
07/21/2025,"AthThulatha, 21 Rajab, 2025",3:39 am,4:45 am,5:25 am,1:01 pm,1:15 pm,5:07 pm,7:00 pm,8:36 pm,8:39 pm,10:23 pm,10:29 pm,12:00 pm,1:00 pm
07/22/2025,"AlArbia'a, 22 Rajab, 2025",3:41 am,4:45 am,5:26 am,1:01 pm,1:15 pm,5:07 pm,7:00 pm,8:35 pm,8:38 pm,10:22 pm,10:27 pm,12:00 pm,1:00 pm
07/23/2025,"AlKhamis, 23 Rajab, 2025",3:43 am,4:45 am,5:27 am,1:01 pm,1:15 pm,5:06 pm,7:00 pm,8:34 pm,8:37 pm,10:20 pm,10:26 pm,12:00 pm,1:00 pm
07/24/2025,"AlJumaa, 24 Rajab, 2025",3:44 am,4:45 am,5:28 am,1:01 pm,1:15 pm,5:06 pm,7:00 pm,8:33 pm,8:36 pm,10:18 pm,10:24 pm,12:00 pm,1:00 pm
07/25/2025,"AsSabt, 25 Rajab, 2025",3:46 am,4:45 am,5:29 am,1:01 pm,1:15 pm,5:06 pm,7:00 pm,8:32 pm,8:35 pm,10:17 pm,10:22 pm,12:00 pm,1:00 pm
07/26/2025,"AlAhad, 26 Rajab, 2025",3:48 am,4:45 am,5:31 am,1:01 pm,1:15 pm,5:05 pm,7:00 pm,8:31 pm,8:34 pm,10:15 pm,10:21 pm,12:00 pm,1:00 pm
07/27/2025,"AlEthnien, 27 Rajab, 2025",3:49 am,4:45 am,5:32 am,1:01 pm,1:15 pm,5:05 pm,7:00 pm,8:29 pm,8:33 pm,10:13 pm,10:19 pm,12:00 pm,1:00 pm
07/28/2025,"AthThulatha, 28 Rajab, 2025",3:51 am,4:45 am,5:33 am,1:01 pm,1:15 pm,5:04 pm,6:45 pm,8:28 pm,8:31 pm,10:12 pm,10:17 pm,12:00 pm,1:00 pm
07/29/2025,"AlArbia'a, 29 Rajab, 2025",3:53 am,4:45 am,5:34 am,1:01 pm,1:15 pm,5:04 pm,6:45 pm,8:27 pm,8:30 pm,10:10 pm,10:15 pm,12:00 pm,1:00 pm
07/30/2025,"AlKhamis, 30 Rajab, 2025",3:55 am,4:45 am,5:35 am,1:01 pm,1:15 pm,5:04 pm,6:45 pm,8:26 pm,8:29 pm,10:08 pm,10:14 pm,12:00 pm,1:00 pm
07/31/2025,"AlJumaa, 31 Rajab, 2025",3:56 am,4:45 am,5:36 am,1:01 pm,1:15 pm,5:03 pm,6:45 pm,8:25 pm,8:28 pm,10:06 pm,10:12 pm,12:00 pm,1:00 pm
08/01/2025,"AsSabt, 01 Sha'ban, 2025",3:58 am,4:45 am,5:37 am,1:01 pm,1:15 pm,5:03 pm,6:45 pm,8:23 pm,8:26 pm,10:04 pm,10:10 pm,12:00 pm,1:00 pm
08/02/2025,"AlAhad, 02 Sha'ban, 2025",4:00 am,4:45 am,5:38 am,1:01 pm,1:15 pm,5:02 pm,6:45 pm,8:22 pm,8:25 pm,10:02 pm,10:08 pm,12:00 pm,1:00 pm
08/03/2025,"AlEthnien, 03 Sha'ban, 2025",4:02 am,4:45 am,5:40 am,1:01 pm,1:15 pm,5:02 pm,6:45 pm,8:21 pm,8:24 pm,10:00 pm,10:06 pm,12:00 pm,1:00 pm
08/04/2025,"AthThulatha, 04 Sha'ban, 2025",4:03 am,5:00 am,5:41 am,1:01 pm,1:15 pm,5:01 pm,6:45 pm,8:19 pm,8:22 pm,9:58 pm,10:04 pm,12:00 pm,1:00 pm
08/05/2025,"AlArbia'a, 05 Sha'ban, 2025",4:05 am,5:00 am,5:42 am,1:01 pm,1:15 pm,5:00 pm,6:45 pm,8:18 pm,8:21 pm,9:57 pm,10:02 pm,12:00 pm,1:00 pm
08/06/2025,"AlKhamis, 06 Sha'ban, 2025",4:07 am,5:00 am,5:43 am,1:01 pm,1:15 pm,5:00 pm,6:45 pm,8:17 pm,8:20 pm,9:55 pm,10:00 pm,12:00 pm,1:00 pm
08/07/2025,"AlJumaa, 07 Sha'ban, 2025",4:09 am,5:00 am,5:44 am,1:01 pm,1:15 pm,4:59 pm,6:45 pm,8:15 pm,8:18 pm,9:53 pm,9:58 pm,12:00 pm,1:00 pm
08/08/2025,"AsSabt, 08 Sha'ban, 2025",4:10 am,5:00 am,5:46 am,1:01 pm,1:15 pm,4:59 pm,6:45 pm,8:14 pm,8:17 pm,9:51 pm,9:56 pm,12:00 pm,1:00 pm
08/09/2025,"AlAhad, 09 Sha'ban, 2025",4:12 am,5:00 am,5:47 am,1:00 pm,1:15 pm,4:58 pm,6:45 pm,8:12 pm,8:15 pm,9:49 pm,9:54 pm,12:00 pm,1:00 pm
08/10/2025,"AlEthnien, 10 Sha'ban, 2025",4:14 am,5:00 am,5:48 am,1:00 pm,1:15 pm,4:57 pm,6:45 pm,8:11 pm,8:14 pm,9:47 pm,9:52 pm,12:00 pm,1:00 pm
08/11/2025,"AthThulatha, 11 Sha'ban, 2025",4:16 am,5:00 am,5:49 am,1:00 pm,1:15 pm,4:57 pm,6:45 pm,8:09 pm,8:12 pm,9:44 pm,9:50 pm,12:00 pm,1:00 pm
08/12/2025,"AlArbia'a, 12 Sha'ban, 2025",4:17 am,5:00 am,5:50 am,1:00 pm,1:15 pm,4:56 pm,6:45 pm,8:08 pm,8:11 pm,9:42 pm,9:48 pm,12:00 pm,1:00 pm
08/13/2025,"AlKhamis, 13 Sha'ban, 2025",4:19 am,5:00 am,5:52 am,1:00 pm,1:15 pm,4:55 pm,6:45 pm,8:06 pm,8:09 pm,9:40 pm,9:46 pm,12:00 pm,1:00 pm
08/14/2025,"AlJumaa, 14 Sha'ban, 2025",4:21 am,5:00 am,5:53 am,1:00 pm,1:15 pm,4:54 pm,6:45 pm,8:05 pm,8:08 pm,9:38 pm,9:44 pm,12:00 pm,1:00 pm
08/15/2025,"AsSabt, 15 Sha'ban, 2025",4:23 am,5:00 am,5:54 am,12:59 pm,1:15 pm,4:54 pm,6:45 pm,8:03 pm,8:06 pm,9:36 pm,9:42 pm,12:00 pm,1:00 pm
08/16/2025,"AlAhad, 16 Sha'ban, 2025",4:24 am,5:00 am,5:55 am,12:59 pm,1:15 pm,4:53 pm,6:45 pm,8:01 pm,8:04 pm,9:34 pm,9:40 pm,12:00 pm,1:00 pm
08/17/2025,"AlEthnien, 17 Sha'ban, 2025",4:26 am,5:00 am,5:56 am,12:59 pm,1:15 pm,4:52 pm,6:45 pm,8:00 pm,8:03 pm,9:32 pm,9:38 pm,12:00 pm,1:00 pm
08/18/2025,"AthThulatha, 18 Sha'ban, 2025",4:28 am,5:15 am,5:58 am,12:59 pm,1:15 pm,4:51 pm,6:30 pm,7:58 pm,8:01 pm,9:30 pm,9:36 pm,12:00 pm,1:00 pm
08/19/2025,"AlArbia'a, 19 Sha'ban, 2025",4:29 am,5:15 am,5:59 am,12:59 pm,1:15 pm,4:50 pm,6:30 pm,7:56 pm,7:59 pm,9:28 pm,9:33 pm,12:00 pm,1:00 pm
08/20/2025,"AlKhamis, 20 Sha'ban, 2025",4:31 am,5:15 am,6:00 am,12:58 pm,1:15 pm,4:49 pm,6:30 pm,7:55 pm,7:58 pm,9:26 pm,9:31 pm,12:00 pm,1:00 pm
