date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
08/21/2025,"AlJumaa, 21 Sha'ban, 2025",4:33 am,5:15 am,6:01 am,12:58 pm,1:15 pm,4:48 pm,6:30 pm,7:53 pm,7:56 pm,9:23 pm,9:29 pm,12:00 pm,1:00 pm
08/22/2025,"AsSabt, 22 Sha'ban, 2025",4:34 am,5:15 am,6:02 am,12:58 pm,1:15 pm,4:47 pm,6:30 pm,7:51 pm,7:54 pm,9:21 pm,9:27 pm,12:00 pm,1:00 pm
08/23/2025,"AlAhad, 23 Sha'ban, 2025",4:36 am,5:15 am,6:04 am,12:58 pm,1:15 pm,4:46 pm,6:30 pm,7:49 pm,7:53 pm,9:19 pm,9:25 pm,12:00 pm,1:00 pm
08/24/2025,"AlEthnien, 24 Sha'ban, 2025",4:38 am,5:15 am,6:05 am,12:57 pm,1:15 pm,4:46 pm,6:30 pm,7:48 pm,7:51 pm,9:17 pm,9:23 pm,12:00 pm,1:00 pm
08/25/2025,"AthThulatha, 25 Sha'ban, 2025",4:39 am,5:15 am,6:06 am,12:57 pm,1:15 pm,4:45 pm,6:15 pm,7:46 pm,7:49 pm,9:15 pm,9:21 pm,12:00 pm,1:00 pm
08/26/2025,"AlArbia'a, 26 Sha'ban, 2025",4:41 am,5:15 am,6:07 am,12:57 pm,1:15 pm,4:44 pm,6:15 pm,7:44 pm,7:47 pm,9:13 pm,9:18 pm,12:00 pm,1:00 pm
08/27/2025,"AlKhamis, 27 Sha'ban, 2025",4:42 am,5:15 am,6:09 am,12:56 pm,1:15 pm,4:42 pm,6:15 pm,7:42 pm,7:46 pm,9:10 pm,9:16 pm,12:00 pm,1:00 pm
08/28/2025,"AlJumaa, 28 Sha'ban, 2025",4:44 am,5:15 am,6:10 am,12:56 pm,1:15 pm,4:41 pm,6:15 pm,7:41 pm,7:44 pm,9:08 pm,9:14 pm,12:00 pm,1:00 pm
08/29/2025,"AsSabt, 29 Sha'ban, 2025",4:45 am,5:15 am,6:11 am,12:56 pm,1:15 pm,4:40 pm,6:15 pm,7:39 pm,7:42 pm,9:06 pm,9:12 pm,12:00 pm,1:00 pm
08/30/2025,"AlAhad, 30 Sha'ban, 2025",4:47 am,5:15 am,6:12 am,12:56 pm,1:15 pm,4:39 pm,6:15 pm,7:37 pm,7:40 pm,9:04 pm,9:10 pm,12:00 pm,1:00 pm
08/31/2025,"AlEthnien, 31 Sha'ban, 2025",4:49 am,5:15 am,6:13 am,12:55 pm,1:15 pm,4:38 pm,6:15 pm,7:35 pm,7:38 pm,9:02 pm,9:08 pm,12:00 pm,1:00 pm
09/01/2025,"AthThulatha, 01 Ramadan, 2025",4:50 am,5:30 am,6:15 am,12:55 pm,1:15 pm,4:37 pm,6:00 pm,7:33 pm,7:36 pm,9:00 pm,9:05 pm,12:00 pm,1:00 pm
09/02/2025,"AlArbia'a, 02 Ramadan, 2025",4:52 am,5:30 am,6:16 am,12:55 pm,1:15 pm,4:36 pm,6:00 pm,7:31 pm,7:35 pm,8:57 pm,9:03 pm,12:00 pm,1:00 pm
09/03/2025,"AlKhamis, 03 Ramadan, 2025",4:53 am,5:30 am,6:17 am,12:54 pm,1:15 pm,4:35 pm,6:00 pm,7:30 pm,7:33 pm,8:55 pm,9:01 pm,12:00 pm,1:00 pm
09/04/2025,"AlJumaa, 04 Ramadan, 2025",4:55 am,5:30 am,6:18 am,12:54 pm,1:15 pm,4:34 pm,6:00 pm,7:28 pm,7:31 pm,8:53 pm,8:59 pm,12:00 pm,1:00 pm
09/05/2025,"AsSabt, 05 Ramadan, 2025",4:56 am,5:30 am,6:20 am,12:54 pm,1:15 pm,4:33 pm,6:00 pm,7:26 pm,7:29 pm,8:51 pm,8:57 pm,12:00 pm,1:00 pm
09/06/2025,"AlAhad, 06 Ramadan, 2025",4:58 am,5:30 am,6:21 am,12:53 pm,1:15 pm,4:31 pm,6:00 pm,7:24 pm,7:27 pm,8:49 pm,8:55 pm,12:00 pm,1:00 pm
09/07/2025,"AlEthnien, 07 Ramadan, 2025",4:59 am,5:30 am,6:22 am,12:53 pm,1:15 pm,4:30 pm,6:00 pm,7:22 pm,7:25 pm,8:47 pm,8:52 pm,12:00 pm,1:00 pm
09/08/2025,"AthThulatha, 08 Ramadan, 2025",5:01 am,5:45 am,6:23 am,12:53 pm,1:15 pm,4:29 pm,6:00 pm,7:20 pm,7:23 pm,8:44 pm,8:45 pm,12:00 pm,1:00 pm
09/09/2025,"AlArbia'a, 09 Ramadan, 2025",5:02 am,5:45 am,6:24 am,12:52 pm,1:15 pm,4:28 pm,6:00 pm,7:18 pm,7:21 pm,8:42 pm,8:45 pm,12:00 pm,1:00 pm
09/10/2025,"AlKhamis, 10 Ramadan, 2025",5:04 am,5:45 am,6:26 am,12:52 pm,1:15 pm,4:26 pm,6:00 pm,7:16 pm,7:19 pm,8:40 pm,8:45 pm,12:00 pm,1:00 pm
09/11/2025,"AlJumaa, 11 Ramadan, 2025",5:05 am,5:45 am,6:27 am,12:52 pm,1:15 pm,4:25 pm,6:00 pm,7:14 pm,7:18 pm,8:38 pm,8:45 pm,12:00 pm,1:00 pm
09/12/2025,"AsSabt, 12 Ramadan, 2025",5:06 am,5:45 am,6:28 am,12:51 pm,1:15 pm,4:24 pm,6:00 pm,7:12 pm,7:16 pm,8:36 pm,8:45 pm,12:00 pm,1:00 pm
09/13/2025,"AlAhad, 13 Ramadan, 2025",5:08 am,5:45 am,6:29 am,12:51 pm,1:15 pm,4:23 pm,6:00 pm,7:11 pm,7:14 pm,8:34 pm,8:45 pm,12:00 pm,1:00 pm
09/14/2025,"AlEthnien, 14 Ramadan, 2025",5:09 am,5:45 am,6:30 am,12:50 pm,1:15 pm,4:21 pm,6:00 pm,7:09 pm,7:12 pm,8:32 pm,8:45 pm,12:00 pm,1:00 pm
09/15/2025,"AthThulatha, 15 Ramadan, 2025",5:11 am,5:45 am,6:32 am,12:50 pm,1:15 pm,4:20 pm,5:45 pm,7:07 pm,7:10 pm,8:30 pm,8:30 pm,12:00 pm,1:00 pm
09/16/2025,"AlArbia'a, 16 Ramadan, 2025",5:12 am,5:45 am,6:33 am,12:50 pm,1:15 pm,4:19 pm,5:45 pm,7:05 pm,7:08 pm,8:27 pm,8:30 pm,12:00 pm,1:00 pm
09/17/2025,"AlKhamis, 17 Ramadan, 2025",5:14 am,5:45 am,6:34 am,12:49 pm,1:15 pm,4:17 pm,5:45 pm,7:03 pm,7:06 pm,8:25 pm,8:30 pm,12:00 pm,1:00 pm
09/18/2025,"AlJumaa, 18 Ramadan, 2025",5:15 am,5:45 am,6:35 am,12:49 pm,1:15 pm,4:16 pm,5:45 pm,7:01 pm,7:04 pm,8:23 pm,8:30 pm,12:00 pm,1:00 pm
09/19/2025,"AsSabt, 19 Ramadan, 2025",5:16 am,5:45 am,6:37 am,12:49 pm,1:15 pm,4:15 pm,5:45 pm,6:59 pm,7:02 pm,8:21 pm,8:30 pm,12:00 pm,1:00 pm
09/20/2025,"AlAhad, 20 Ramadan, 2025",5:18 am,5:45 am,6:38 am,12:48 pm,1:15 pm,4:13 pm,5:45 pm,6:57 pm,7:00 pm,8:19 pm,8:30 pm,12:00 pm,1:00 pm
09/21/2025,"AlEthnien, 21 Ramadan, 2025",5:19 am,5:45 am,6:39 am,12:48 pm,1:15 pm,4:12 pm,5:45 pm,6:55 pm,6:58 pm,8:17 pm,8:30 pm,12:00 pm,1:00 pm
09/22/2025,"AthThulatha, 22 Ramadan, 2025",5:20 am,6:00 am,6:40 am,12:48 pm,1:15 pm,4:11 pm,5:30 pm,6:53 pm,6:56 pm,8:15 pm,8:30 pm,12:00 pm,1:00 pm
09/23/2025,"AlArbia'a, 23 Ramadan, 2025",5:22 am,6:00 am,6:41 am,12:47 pm,1:15 pm,4:09 pm,5:30 pm,6:51 pm,6:54 pm,8:13 pm,8:30 pm,12:00 pm,1:00 pm
09/24/2025,"AlKhamis, 24 Ramadan, 2025",5:23 am,6:00 am,6:43 am,12:47 pm,1:15 pm,4:08 pm,5:30 pm,6:49 pm,6:52 pm,8:11 pm,8:30 pm,12:00 pm,1:00 pm
09/25/2025,"AlJumaa, 25 Ramadan, 2025",5:24 am,6:00 am,6:44 am,12:47 pm,1:15 pm,4:07 pm,5:30 pm,6:47 pm,6:50 pm,8:09 pm,8:30 pm,12:00 pm,1:00 pm
09/26/2025,"AsSabt, 26 Ramadan, 2025",5:26 am,6:00 am,6:45 am,12:46 pm,1:15 pm,4:05 pm,5:30 pm,6:45 pm,6:49 pm,8:07 pm,8:30 pm,12:00 pm,1:00 pm
09/27/2025,"AlAhad, 27 Ramadan, 2025",5:27 am,6:00 am,6:46 am,12:46 pm,1:15 pm,4:04 pm,5:30 pm,6:44 pm,6:47 pm,8:05 pm,8:30 pm,12:00 pm,1:00 pm
09/28/2025,"AlEthnien, 28 Ramadan, 2025",5:28 am,6:00 am,6:48 am,12:46 pm,1:15 pm,4:02 pm,5:30 pm,6:42 pm,6:45 pm,8:03 pm,8:30 pm,12:00 pm,1:00 pm
09/29/2025,"AthThulatha, 29 Ramadan, 2025",5:30 am,6:00 am,6:49 am,12:45 pm,1:15 pm,4:01 pm,4:45 pm,6:40 pm,6:43 pm,8:01 pm,8:15 pm,12:00 pm,1:00 pm
09/30/2025,"AlArbia'a, 30 Ramadan, 2025",5:31 am,6:00 am,6:50 am,12:45 pm,1:15 pm,4:00 pm,4:45 pm,6:38 pm,6:41 pm,7:59 pm,8:15 pm,12:00 pm,1:00 pm
10/01/2025,"AlKhamis, 01 Shawwal, 2025",5:32 am,6:00 am,6:51 am,12:45 pm,1:15 pm,3:58 pm,4:45 pm,6:36 pm,6:39 pm,7:57 pm,8:15 pm,12:00 pm,1:00 pm
10/02/2025,"AlJumaa, 02 Shawwal, 2025",5:34 am,6:00 am,6:53 am,12:44 pm,1:15 pm,3:57 pm,4:45 pm,6:34 pm,6:37 pm,7:55 pm,8:15 pm,12:00 pm,1:00 pm
10/03/2025,"AsSabt, 03 Shawwal, 2025",5:35 am,6:00 am,6:54 am,12:44 pm,1:15 pm,3:55 pm,4:45 pm,6:32 pm,6:35 pm,7:53 pm,8:15 pm,12:00 pm,1:00 pm
10/04/2025,"AlAhad, 04 Shawwal, 2025",5:36 am,6:00 am,6:55 am,12:44 pm,1:15 pm,3:54 pm,4:45 pm,6:30 pm,6:33 pm,7:51 pm,8:15 pm,12:00 pm,1:00 pm
10/05/2025,"AlEthnien, 05 Shawwal, 2025",5:37 am,6:00 am,6:57 am,12:43 pm,1:15 pm,3:53 pm,4:45 pm,6:28 pm,6:31 pm,7:49 pm,8:15 pm,12:00 pm,1:00 pm
10/06/2025,"AthThulatha, 06 Shawwal, 2025",5:39 am,6:00 am,6:58 am,12:43 pm,1:15 pm,3:51 pm,4:45 pm,6:26 pm,6:30 pm,7:47 pm,8:15 pm,12:00 pm,1:00 pm
10/07/2025,"AlArbia'a, 07 Shawwal, 2025",5:40 am,6:15 am,6:59 am,12:43 pm,1:15 pm,3:50 pm,4:45 pm,6:25 pm,6:28 pm,7:45 pm,8:00 pm,12:00 pm,1:00 pm
10/08/2025,"AlKhamis, 08 Shawwal, 2025",5:41 am,6:15 am,7:00 am,12:42 pm,1:15 pm,3:48 pm,4:45 pm,6:23 pm,6:26 pm,7:44 pm,8:00 pm,12:00 pm,1:00 pm
10/09/2025,"AlJumaa, 09 Shawwal, 2025",5:43 am,6:15 am,7:02 am,12:42 pm,1:15 pm,3:47 pm,4:45 pm,6:21 pm,6:24 pm,7:42 pm,8:00 pm,12:00 pm,1:00 pm
10/10/2025,"AsSabt, 10 Shawwal, 2025",5:44 am,6:15 am,7:03 am,12:42 pm,1:15 pm,3:46 pm,4:45 pm,6:19 pm,6:22 pm,7:40 pm,8:00 pm,12:00 pm,1:00 pm
10/11/2025,"AlAhad, 11 Shawwal, 2025",5:45 am,6:15 am,7:04 am,12:42 pm,1:15 pm,3:44 pm,4:45 pm,6:17 pm,6:20 pm,7:38 pm,8:00 pm,12:00 pm,1:00 pm
10/12/2025,"AlEthnien, 12 Shawwal, 2025",5:46 am,6:15 am,7:06 am,12:41 pm,1:15 pm,3:43 pm,4:45 pm,6:15 pm,6:19 pm,7:36 pm,8:00 pm,12:00 pm,1:00 pm
10/13/2025,"AthThulatha, 13 Shawwal, 2025",5:48 am,6:15 am,7:07 am,12:41 pm,1:15 pm,3:41 pm,4:45 pm,6:14 pm,6:17 pm,7:35 pm,7:45 pm,12:00 pm,1:00 pm
10/14/2025,"AlArbia'a, 14 Shawwal, 2025",5:49 am,6:15 am,7:08 am,12:41 pm,1:15 pm,3:40 pm,4:45 pm,6:12 pm,6:15 pm,7:33 pm,7:45 pm,12:00 pm,1:00 pm
10/15/2025,"AlKhamis, 15 Shawwal, 2025",5:50 am,6:15 am,7:10 am,12:41 pm,1:15 pm,3:39 pm,4:45 pm,6:10 pm,6:13 pm,7:31 pm,7:45 pm,12:00 pm,1:00 pm
10/16/2025,"AlJumaa, 16 Shawwal, 2025",5:51 am,6:15 am,7:11 am,12:40 pm,1:15 pm,3:37 pm,4:45 pm,6:08 pm,6:11 pm,7:29 pm,7:45 pm,12:00 pm,1:00 pm
10/17/2025,"AsSabt, 17 Shawwal, 2025",5:53 am,6:15 am,7:12 am,12:40 pm,1:15 pm,3:36 pm,4:45 pm,6:07 pm,6:10 pm,7:28 pm,7:45 pm,12:00 pm,1:00 pm
10/18/2025,"AlAhad, 18 Shawwal, 2025",5:54 am,6:15 am,7:13 am,12:40 pm,1:15 pm,3:35 pm,4:45 pm,6:05 pm,6:08 pm,7:26 pm,7:45 pm,12:00 pm,1:00 pm
10/19/2025,"AlEthnien, 19 Shawwal, 2025",5:55 am,6:15 am,7:15 am,12:40 pm,1:15 pm,3:33 pm,4:45 pm,6:03 pm,6:06 pm,7:24 pm,7:45 pm,12:00 pm,1:00 pm
10/20/2025,"AthThulatha, 20 Shawwal, 2025",5:57 am,6:15 am,7:16 am,12:40 pm,1:15 pm,3:32 pm,4:45 pm,6:01 pm,6:05 pm,7:23 pm,7:30 pm,12:00 pm,1:00 pm
10/21/2025,"AlArbia'a, 21 Shawwal, 2025",5:58 am,6:15 am,7:18 am,12:39 pm,1:15 pm,3:31 pm,4:45 pm,6:00 pm,6:03 pm,7:21 pm,7:30 pm,12:00 pm,1:00 pm
10/22/2025,"AlKhamis, 22 Shawwal, 2025",5:59 am,6:15 am,7:19 am,12:39 pm,1:15 pm,3:29 pm,4:45 pm,5:58 pm,6:01 pm,7:20 pm,7:30 pm,12:00 pm,1:00 pm
10/23/2025,"AlJumaa, 23 Shawwal, 2025",6:00 am,6:15 am,7:20 am,12:39 pm,1:15 pm,3:28 pm,4:45 pm,5:56 pm,6:00 pm,7:18 pm,7:30 pm,12:00 pm,1:00 pm
10/24/2025,"AsSabt, 24 Shawwal, 2025",6:02 am,6:15 am,7:22 am,12:39 pm,1:15 pm,3:27 pm,4:45 pm,5:55 pm,5:58 pm,7:17 pm,7:30 pm,12:00 pm,1:00 pm
10/25/2025,"AlAhad, 25 Shawwal, 2025",6:03 am,6:15 am,7:23 am,12:39 pm,1:15 pm,3:25 pm,4:45 pm,5:53 pm,5:56 pm,7:15 pm,7:30 pm,12:00 pm,1:00 pm
10/26/2025,"AlEthnien, 26 Shawwal, 2025",6:04 am,6:15 am,7:24 am,12:39 pm,1:15 pm,3:24 pm,4:45 pm,5:52 pm,5:55 pm,7:14 pm,7:30 pm,12:00 pm,1:00 pm
10/27/2025,"AthThulatha, 27 Shawwal, 2025",6:05 am,6:20 am,7:26 am,12:39 pm,1:15 pm,3:23 pm,4:45 pm,5:50 pm,5:53 pm,7:12 pm,7:15 pm,12:00 pm,1:00 pm
10/28/2025,"AlArbia'a, 28 Shawwal, 2025",6:07 am,6:20 am,7:27 am,12:39 pm,1:15 pm,3:22 pm,4:45 pm,5:48 pm,5:52 pm,7:11 pm,7:15 pm,12:00 pm,1:00 pm
10/29/2025,"AlKhamis, 29 Shawwal, 2025",6:08 am,6:20 am,7:28 am,12:39 pm,1:15 pm,3:20 pm,4:45 pm,5:47 pm,5:50 pm,7:09 pm,7:15 pm,12:00 pm,1:00 pm
10/30/2025,"AlJumaa, 30 Shawwal, 2025",6:09 am,6:20 am,7:30 am,12:38 pm,1:15 pm,3:19 pm,4:45 pm,5:45 pm,5:49 pm,7:08 pm,7:15 pm,12:00 pm,1:00 pm
10/31/2025,"AsSabt, 31 Shawwal, 2025",6:10 am,6:20 am,7:31 am,12:38 pm,1:15 pm,3:18 pm,4:45 pm,5:44 pm,5:47 pm,7:07 pm,7:15 pm,12:00 pm,1:00 pm
11/01/2025,"AlAhad, 01 Thoul Ki'dah, 2025",6:11 am,6:20 am,7:33 am,12:38 pm,1:15 pm,3:17 pm,4:45 pm,5:43 pm,4:44 pm,7:05 pm,7:15 pm,12:00 pm,1:00 pm
11/02/2025,"AlEthnien, 02 Thoul Ki'dah, 2025",6:13 am,6:20 am,7:34 am,12:38 pm,1:15 pm,3:16 pm,4:45 pm,5:41 pm,4:43 pm,7:04 pm,7:15 pm,12:00 pm,1:00 pm
11/03/2025,"AthThulatha, 03 Thoul Ki'dah, 2025",5:15 am,5:45 am,6:37 am,11:38 am,1:30 pm,2:13 pm,2:13 pm,4:38 pm,4:41 pm,6:01 pm,7:00 pm,12:00 pm,1:00 pm
11/04/2025,"AlArbia'a, 04 Thoul Ki'dah, 2025",5:16 am,5:45 am,6:38 am,11:38 am,1:30 pm,2:12 pm,2:12 pm,4:37 pm,4:40 pm,6:00 pm,7:00 pm,12:00 pm,1:00 pm
11/05/2025,"AlKhamis, 05 Thoul Ki'dah, 2025",5:18 am,5:45 am,6:40 am,11:38 am,1:30 pm,2:11 pm,2:11 pm,4:36 pm,4:39 pm,5:59 pm,7:00 pm,12:00 pm,1:00 pm
11/06/2025,"AlJumaa, 06 Thoul Ki'dah, 2025",5:19 am,5:45 am,6:41 am,11:38 am,1:30 pm,2:10 pm,2:10 pm,4:34 pm,4:37 pm,5:58 pm,7:00 pm,12:00 pm,1:00 pm
11/07/2025,"AsSabt, 07 Thoul Ki'dah, 2025",5:20 am,5:45 am,6:42 am,11:39 am,1:30 pm,2:09 pm,2:09 pm,4:33 pm,4:36 pm,5:57 pm,7:00 pm,12:00 pm,1:00 pm
11/08/2025,"AlAhad, 08 Thoul Ki'dah, 2025",5:21 am,5:45 am,6:44 am,11:39 am,1:30 pm,2:08 pm,2:08 pm,4:32 pm,4:35 pm,5:56 pm,7:00 pm,12:00 pm,1:00 pm
11/09/2025,"AlEthnien, 09 Thoul Ki'dah, 2025",5:23 am,5:45 am,6:45 am,11:39 am,1:30 pm,2:07 pm,2:07 pm,4:31 pm,4:34 pm,5:55 pm,7:00 pm,12:00 pm,1:00 pm
11/10/2025,"AthThulatha, 10 Thoul Ki'dah, 2025",5:24 am,6:00 am,6:47 am,11:39 am,1:30 pm,2:06 pm,2:06 pm,4:29 pm,4:32 pm,5:54 pm,7:00 pm,12:00 pm,1:00 pm
11/11/2025,"AlArbia'a, 11 Thoul Ki'dah, 2025",5:25 am,6:00 am,6:48 am,11:39 am,1:30 pm,2:05 pm,2:05 pm,4:28 pm,4:31 pm,5:53 pm,7:00 pm,12:00 pm,1:00 pm
11/12/2025,"AlKhamis, 12 Thoul Ki'dah, 2025",5:26 am,6:00 am,6:49 am,11:39 am,1:30 pm,2:05 pm,2:05 pm,4:27 pm,4:30 pm,5:52 pm,7:00 pm,12:00 pm,1:00 pm
11/13/2025,"AlJumaa, 13 Thoul Ki'dah, 2025",5:27 am,6:00 am,6:51 am,11:39 am,1:30 pm,2:04 pm,2:04 pm,4:26 pm,4:29 pm,5:51 pm,7:00 pm,12:00 pm,1:00 pm
11/14/2025,"AsSabt, 14 Thoul Ki'dah, 2025",5:29 am,6:00 am,6:52 am,11:39 am,1:30 pm,2:03 pm,2:03 pm,4:25 pm,4:28 pm,5:50 pm,7:00 pm,12:00 pm,1:00 pm
11/15/2025,"AlAhad, 15 Thoul Ki'dah, 2025",5:30 am,6:00 am,6:54 am,11:40 am,1:30 pm,2:02 pm,2:02 pm,4:24 pm,4:27 pm,5:49 pm,7:00 pm,12:00 pm,1:00 pm
11/16/2025,"AlEthnien, 16 Thoul Ki'dah, 2025",5:31 am,6:00 am,6:55 am,11:40 am,1:30 pm,2:01 pm,2:01 pm,4:23 pm,4:26 pm,5:49 pm,7:00 pm,12:00 pm,1:00 pm
11/17/2025,"AthThulatha, 17 Thoul Ki'dah, 2025",5:32 am,6:15 am,6:56 am,11:40 am,1:30 pm,2:01 pm,2:01 pm,4:22 pm,4:25 pm,5:48 pm,7:00 pm,12:00 pm,1:00 pm
11/18/2025,"AlArbia'a, 18 Thoul Ki'dah, 2025",5:33 am,6:15 am,6:58 am,11:40 am,1:30 pm,2:00 pm,2:00 pm,4:21 pm,4:24 pm,5:47 pm,7:00 pm,12:00 pm,1:00 pm
11/19/2025,"AlKhamis, 19 Thoul Ki'dah, 2025",5:34 am,6:15 am,6:59 am,11:40 am,1:30 pm,1:59 pm,1:59 pm,4:20 pm,4:23 pm,5:46 pm,7:00 pm,12:00 pm,1:00 pm
11/20/2025,"AlJumaa, 20 Thoul Ki'dah, 2025",5:35 am,6:15 am,7:00 am,11:41 am,1:30 pm,1:59 pm,1:59 pm,4:19 pm,4:22 pm,5:46 pm,7:00 pm,12:00 pm,1:00 pm
11/21/2025,"AsSabt, 21 Thoul Ki'dah, 2025",5:37 am,6:15 am,7:02 am,11:41 am,1:30 pm,1:58 pm,1:58 pm,4:19 pm,4:22 pm,5:45 pm,7:00 pm,12:00 pm,1:00 pm
11/22/2025,"AlAhad, 22 Thoul Ki'dah, 2025",5:38 am,6:15 am,7:03 am,11:41 am,1:30 pm,1:57 pm,1:57 pm,4:18 pm,4:21 pm,5:45 pm,7:00 pm,12:00 pm,1:00 pm
11/23/2025,"AlEthnien, 23 Thoul Ki'dah, 2025",5:39 am,6:15 am,7:04 am,11:41 am,1:30 pm,1:57 pm,1:57 pm,4:17 pm,4:20 pm,5:44 pm,7:00 pm,12:00 pm,1:00 pm
11/24/2025,"AthThulatha, 24 Thoul Ki'dah, 2025",5:40 am,6:15 am,7:06 am,11:42 am,1:30 pm,1:56 pm,1:56 pm,4:16 pm,4:19 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
11/25/2025,"AlArbia'a, 25 Thoul Ki'dah, 2025",5:41 am,6:15 am,7:07 am,11:42 am,1:30 pm,1:56 pm,1:56 pm,4:16 pm,4:19 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
11/26/2025,"AlKhamis, 26 Thoul Ki'dah, 2025",5:42 am,6:15 am,7:08 am,11:42 am,1:30 pm,1:56 pm,1:59 pm,4:15 pm,4:18 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
11/27/2025,"AlJumaa, 27 Thoul Ki'dah, 2025",5:43 am,6:15 am,7:09 am,11:43 am,1:30 pm,1:55 pm,1:55 pm,4:15 pm,4:18 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
11/28/2025,"AsSabt, 28 Thoul Ki'dah, 2025",5:44 am,6:15 am,7:11 am,11:43 am,1:30 pm,1:55 pm,1:55 pm,4:14 pm,4:17 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
11/29/2025,"AlAhad, 29 Thoul Ki'dah, 2025",5:45 am,6:15 am,7:12 am,11:43 am,1:30 pm,1:54 pm,1:54 pm,4:14 pm,4:17 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
11/30/2025,"AlEthnien, 30 Thoul Ki'dah, 2025",5:46 am,6:15 am,7:13 am,11:44 am,1:30 pm,1:54 pm,1:54 pm,4:13 pm,4:16 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/01/2025,"AthThulatha, 01 Thoul Hijjah, 2025",5:47 am,6:15 am,7:14 am,11:44 am,1:30 pm,1:54 pm,1:54 pm,4:13 pm,4:16 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/02/2025,"AlArbia'a, 02 Thoul Hijjah, 2025",5:48 am,6:15 am,7:15 am,11:44 am,1:30 pm,1:54 pm,1:54 pm,4:12 pm,4:15 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/03/2025,"AlKhamis, 03 Thoul Hijjah, 2025",5:49 am,6:15 am,7:16 am,11:45 am,1:30 pm,1:54 pm,1:54 pm,4:12 pm,4:15 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/04/2025,"AlJumaa, 04 Thoul Hijjah, 2025",5:50 am,6:15 am,7:17 am,11:45 am,1:30 pm,1:53 pm,1:53 pm,4:12 pm,4:15 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/05/2025,"AsSabt, 05 Thoul Hijjah, 2025",5:51 am,6:15 am,7:18 am,11:46 am,1:30 pm,1:53 pm,1:53 pm,4:12 pm,4:15 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/06/2025,"AlAhad, 06 Thoul Hijjah, 2025",5:52 am,6:15 am,7:19 am,11:46 am,1:30 pm,1:53 pm,1:53 pm,4:12 pm,4:15 pm,5:40 pm,7:00 pm,12:00 pm,1:00 pm
12/07/2025,"AlEthnien, 07 Thoul Hijjah, 2025",5:53 am,6:15 am,7:20 am,11:47 am,1:30 pm,1:53 pm,1:53 pm,4:11 pm,4:14 pm,5:40 pm,7:00 pm,12:00 pm,1:00 pm
12/08/2025,"AthThulatha, 08 Thoul Hijjah, 2025",5:53 am,6:15 am,7:21 am,11:47 am,1:30 pm,1:53 pm,1:53 pm,4:11 pm,4:14 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/09/2025,"AlArbia'a, 09 Thoul Hijjah, 2025",5:54 am,6:15 am,7:22 am,11:47 am,1:30 pm,1:53 pm,1:53 pm,4:11 pm,4:14 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/10/2025,"AlKhamis, 10 Thoul Hijjah, 2025",5:55 am,6:15 am,7:23 am,11:48 am,1:30 pm,1:53 pm,1:53 pm,4:11 pm,4:14 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/11/2025,"AlJumaa, 11 Thoul Hijjah, 2025",5:56 am,6:15 am,7:24 am,11:48 am,1:30 pm,1:54 pm,1:54 pm,4:11 pm,4:14 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/12/2025,"AsSabt, 12 Thoul Hijjah, 2025",5:57 am,6:15 am,7:25 am,11:49 am,1:30 pm,1:54 pm,1:54 pm,4:11 pm,4:14 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/13/2025,"AlAhad, 13 Thoul Hijjah, 2025",5:57 am,6:15 am,7:26 am,11:49 am,1:30 pm,1:54 pm,1:54 pm,4:12 pm,4:15 pm,5:41 pm,7:00 pm,12:00 pm,1:00 pm
12/14/2025,"AlEthnien, 14 Thoul Hijjah, 2025",5:58 am,6:15 am,7:27 am,11:50 am,1:30 pm,1:54 pm,1:54 pm,4:12 pm,4:15 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
12/15/2025,"AthThulatha, 15 Thoul Hijjah, 2025",5:59 am,6:15 am,7:27 am,11:50 am,1:30 pm,1:55 pm,1:55 pm,4:12 pm,4:15 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
12/16/2025,"AlArbia'a, 16 Thoul Hijjah, 2025",5:59 am,6:15 am,7:28 am,11:51 am,1:30 pm,1:55 pm,1:55 pm,4:12 pm,4:15 pm,5:42 pm,7:00 pm,12:00 pm,1:00 pm
